txn_id,district,region,merchant_category,txn_amount_mwk,txn_hour,txn_count_last_24h,device_changes_last_30d,distance_from_home_km,is_known_anomaly
T01168,Lilongwe,Central,Grocery,19643.8,15,7,4,29.3,0
T01169,Mzimba,Northern,Grocery,16363.28,11,1,2,0.0,0
T01170,Blantyre,Southern,Restaurant,3087.88,17,3,0,0.0,0
T01171,Salima,Central,Grocery,30841.85,16,2,1,0.0,0
T01172,Mzimba,Northern,Restaurant,15018.23,13,3,2,11.89,0
T01173,Mzuzu,Northern,Fuel,20601.83,1,17,5,293.27,1
T01174,Thyolo,Southern,Grocery,11114.02,18,3,0,14.25,0
T01175,Mzimba,Northern,Grocery,21168.43,6,3,0,38.04,0
T01176,Kasungu,Central,Fuel,11884.53,21,3,2,18.34,0
T01177,Kasungu,Central,Grocery,27532.13,20,2,1,4.75,0
T01178,Mzimba,Northern,Grocery,4904.7,18,3,1,41.38,0
T01179,Mzuzu,Northern,Grocery,7325.41,7,2,1,36.28,0
T01180,Rumphi,Northern,Restaurant,22664.97,17,3,0,26.81,0
T01181,Rumphi,Northern,Hardware,6715.22,11,1,0,3.85,0
T01182,Lilongwe,Central,Grocery,11880.71,18,1,2,0.0,0
T01183,Zomba,Southern,Grocery,4401.12,15,3,0,34.57,0
T01184,Lilongwe,Central,Restaurant,277616.63,3,27,9,272.9,1
T01185,Lilongwe,Central,Pharmacy,12523.05,20,2,1,41.34,0
T01186,Thyolo,Southern,Airtime,5698.5,15,5,0,0.0,0
T01187,Mzimba,Northern,Pharmacy,6921.44,15,1,2,46.4,0
T01188,Rumphi,Northern,Fuel,15900.6,10,1,0,0.0,0
T01189,Lilongwe,Central,Hardware,71599.88,15,4,1,17.38,0
T01190,Kasungu,Central,Restaurant,6602.96,8,2,2,40.49,0
T01191,Mzimba,Northern,Grocery,32934.66,8,4,2,8.82,0
T01192,Blantyre,Southern,Restaurant,53929.33,10,1,2,0.0,0
T01193,Zomba,Southern,Hardware,83636.67,14,4,1,11.5,0
T01194,Mangochi,Southern,Grocery,16353.77,7,2,0,7.29,0
T01195,Rumphi,Northern,Restaurant,24478.16,20,5,0,60.52,0
T01196,Zomba,Southern,Restaurant,10564.38,17,2,2,56.0,0
T01197,Mzuzu,Northern,Airtime,52423.2,17,4,0,23.24,0
T01198,Lilongwe,Central,Grocery,10794.26,11,4,2,10.45,0
T01199,Mzimba,Northern,Grocery,19330.23,8,2,1,65.73,0
T01200,Salima,Central,Grocery,419055.1,0,31,5,1068.22,1
T01201,Mzuzu,Northern,Airtime,20259.39,14,1,1,0.0,0
T01202,Blantyre,Southern,Fuel,23699.48,13,4,0,1.32,0
T01203,Thyolo,Southern,Airtime,6069.38,13,5,1,5.11,0
T01204,Mangochi,Southern,Airtime,26141.08,16,5,1,0.0,0
T01205,Thyolo,Southern,Grocery,13262.61,19,2,0,9.56,0
T01206,Thyolo,Southern,Hardware,10920.24,15,5,0,45.62,0
T01207,Mzuzu,Northern,Restaurant,89311.68,10,2,1,7.49,0
T01208,Lilongwe,Central,Airtime,15660.93,20,3,0,0.0,0
T01209,Blantyre,Southern,Hardware,103327.26,16,7,0,4.58,0
T01210,Dedza,Central,Grocery,16412.28,9,4,2,67.31,0
T01211,Lilongwe,Central,Grocery,18900.56,16,2,0,0.0,0
T01212,Mzimba,Northern,Restaurant,7463.1,19,2,2,0.0,0
T01213,Mangochi,Southern,Restaurant,19224.48,16,4,1,0.0,0
T01214,Dedza,Central,Grocery,9488.82,15,4,1,0.0,0
T01215,Rumphi,Northern,Airtime,4235.87,20,2,0,23.04,0
T01216,Mzimba,Northern,Restaurant,16547.5,19,6,0,85.43,0
T01217,Rumphi,Northern,Airtime,1167.73,21,2,0,60.98,0
T01218,Dedza,Central,Grocery,11126.54,14,2,0,0.0,0
T01219,Mzimba,Northern,Pharmacy,31545.12,13,2,0,8.45,0
T01220,Mangochi,Southern,Restaurant,15001.59,20,2,2,7.7,0
T01221,Lilongwe,Central,Grocery,18300.59,17,3,1,36.77,0
T01222,Karonga,Northern,Fuel,6815.46,9,5,3,0.0,0
T01223,Thyolo,Southern,Grocery,37175.77,8,4,2,55.45,0
T01224,Rumphi,Northern,Restaurant,25438.19,12,1,1,0.0,0
T01225,Thyolo,Southern,Grocery,33187.41,16,3,1,0.0,0
T01226,Mzuzu,Northern,Grocery,6653.56,19,4,1,0.0,0
T01227,Mangochi,Southern,Hardware,43018.89,9,1,4,0.0,0
T01228,Zomba,Southern,Restaurant,34482.04,19,5,3,2.31,0
T01229,Blantyre,Southern,Grocery,9258.03,14,1,1,0.0,0
T01230,Lilongwe,Central,Grocery,113830.19,12,3,1,29.8,0
T01231,Thyolo,Southern,Grocery,32952.84,11,2,1,59.48,0
T01232,Mangochi,Southern,Fuel,6015.71,19,2,4,61.98,0
T01233,Dedza,Central,Restaurant,9564.61,16,1,1,10.05,0
T01234,Karonga,Northern,Fuel,5308.99,18,6,0,56.75,0
T01235,Blantyre,Southern,Restaurant,725535.91,4,26,6,1165.73,1
T01236,Mzimba,Northern,Hardware,14177.17,16,3,2,59.75,0
T01237,Thyolo,Southern,Fuel,6492.38,21,1,2,0.0,0
T01238,Salima,Central,Restaurant,17373.25,21,4,1,13.14,0
T01239,Mzuzu,Northern,Restaurant,21733.98,12,2,0,64.53,0
T01240,Rumphi,Northern,Restaurant,9989.99,12,2,0,10.22,0
T01241,Salima,Central,Pharmacy,5616.99,10,2,1,0.0,0
T01242,Rumphi,Northern,Airtime,29037.52,20,1,0,31.1,0
T01243,Lilongwe,Central,Restaurant,12327.23,15,1,1,0.0,0
T01244,Thyolo,Southern,Restaurant,40407.5,15,3,1,18.24,0
T01245,Kasungu,Central,Airtime,36443.76,13,3,2,25.42,0
T01246,Zomba,Southern,Fuel,16284.13,9,4,0,53.98,0
T01247,Mzuzu,Northern,Grocery,50488.04,12,5,2,11.07,0
T01248,Kasungu,Central,Airtime,165025.55,0,21,5,870.46,1
T01249,Dedza,Central,Fuel,5697.18,18,2,0,10.14,0
T01250,Dedza,Central,Fuel,19955.29,12,1,0,3.31,0
T01251,Thyolo,Southern,Fuel,41190.96,19,5,2,28.85,0
T01252,Salima,Central,Airtime,25220.36,8,4,0,13.5,0
T01253,Zomba,Southern,Restaurant,49252.85,18,3,3,22.93,0
T01254,Thyolo,Southern,Airtime,15959.22,10,2,2,0.0,0
T01255,Dedza,Central,Pharmacy,61431.78,11,3,0,0.0,0
T01256,Mangochi,Southern,Grocery,34867.27,9,3,1,19.91,0
T01257,Rumphi,Northern,Restaurant,16680.72,21,2,0,0.0,0
T01258,Kasungu,Central,Grocery,20475.43,14,4,4,40.35,0
T01259,Kasungu,Central,Fuel,29530.08,12,1,1,0.0,0
T01260,Mzuzu,Northern,Airtime,49106.37,18,7,0,14.31,0
T01261,Rumphi,Northern,Hardware,11998.04,20,1,1,46.85,0
T01262,Zomba,Southern,Pharmacy,12950.3,14,6,2,31.45,0
T01263,Lilongwe,Central,Hardware,25370.28,20,3,0,18.91,0
T01264,Thyolo,Southern,Grocery,17092.52,21,4,1,28.68,0
T01265,Mzimba,Northern,Grocery,14341.32,16,3,3,5.71,0
T01266,Blantyre,Southern,Grocery,4833.94,8,6,3,28.69,0
T01267,Salima,Central,Airtime,41697.81,17,5,4,0.0,0
T01268,Blantyre,Southern,Pharmacy,13778.55,21,1,0,0.0,0
T01269,Thyolo,Southern,Pharmacy,4850.58,15,7,0,67.87,0
T01270,Rumphi,Northern,Grocery,12520.9,14,6,1,0.0,0
T01271,Lilongwe,Central,Pharmacy,59652.27,10,2,3,0.0,0
T01272,Mzimba,Northern,Hardware,2569.25,13,2,0,1.75,0
T01273,Salima,Central,Grocery,20068.46,10,9,0,20.08,0
T01274,Mzuzu,Northern,Hardware,56671.89,19,2,1,0.0,0
T01275,Zomba,Southern,Grocery,87122.53,17,2,1,34.45,0
T01276,Salima,Central,Pharmacy,6025.71,6,3,1,38.78,0
T01277,Blantyre,Southern,Grocery,12339.81,11,1,1,25.16,0
T01278,Lilongwe,Central,Pharmacy,122358.6,6,2,1,14.28,0
T01279,Dedza,Central,Grocery,165513.53,1,34,9,759.96,1
T01280,Mzimba,Northern,Airtime,51508.42,15,2,1,0.0,0
T01281,Blantyre,Southern,Hardware,16293.88,20,5,0,40.2,0
T01282,Salima,Central,Grocery,20200.38,8,5,2,37.71,0
T01283,Blantyre,Southern,Airtime,4983.6,10,4,0,18.5,0
T01284,Salima,Central,Grocery,14745.32,17,7,1,0.0,0
T01285,Lilongwe,Central,Fuel,63561.35,11,1,2,33.73,0
T01286,Salima,Central,Fuel,15077.88,17,2,0,0.0,0
T01287,Karonga,Northern,Restaurant,67487.16,9,2,0,0.0,0
T01288,Kasungu,Central,Grocery,17628.6,17,4,5,0.61,0
T01289,Mzuzu,Northern,Grocery,40670.76,15,7,0,12.45,0
T01290,Dedza,Central,Airtime,12733.57,16,3,1,35.13,0
T01291,Lilongwe,Central,Restaurant,3037.83,7,2,0,71.99,0
T01292,Thyolo,Southern,Grocery,6607.71,14,2,1,8.14,0
T01293,Mzimba,Northern,Fuel,94472.49,16,2,0,30.68,0
T01294,Kasungu,Central,Fuel,20751.11,17,3,1,38.07,0
T01295,Lilongwe,Central,Grocery,22656.28,18,7,0,24.38,0
T01296,Thyolo,Southern,Hardware,24888.11,15,7,2,37.98,0
T01297,Karonga,Northern,Grocery,31917.46,14,5,1,3.33,0
T01298,Rumphi,Northern,Fuel,20823.94,6,2,0,0.0,0
T01299,Rumphi,Northern,Restaurant,40820.97,10,1,3,44.96,0
T01300,Mzimba,Northern,Grocery,158431.43,23,34,4,475.76,1
T01301,Mangochi,Southern,Restaurant,11000.55,18,4,0,0.0,0
T01302,Blantyre,Southern,Grocery,16653.22,20,6,1,41.45,0
T01303,Kasungu,Central,Hardware,21447.24,12,4,1,6.69,0
T01304,Blantyre,Southern,Grocery,8155.79,11,3,0,0.0,0
T01305,Karonga,Northern,Grocery,7265.19,20,2,0,52.54,0
T01306,Dedza,Central,Grocery,24177.58,8,1,2,0.9,0
T01307,Karonga,Northern,Fuel,18213.51,6,6,3,52.96,0
T01308,Thyolo,Southern,Grocery,15327.72,6,1,2,5.43,0
T01309,Karonga,Northern,Restaurant,7118.64,18,2,0,27.28,0
T01310,Lilongwe,Central,Fuel,18490.76,7,1,8,0.0,0
T01311,Kasungu,Central,Airtime,13308.31,15,3,1,4.99,0
T01312,Mzimba,Northern,Grocery,28919.7,7,9,1,36.05,0
T01313,Zomba,Southern,Pharmacy,40634.58,17,3,0,25.02,0
T01314,Salima,Central,Grocery,82194.06,14,2,3,53.58,0
T01315,Mzuzu,Northern,Grocery,31818.86,13,1,1,30.52,0
T01316,Zomba,Southern,Fuel,37588.09,8,2,1,0.0,0
T01317,Rumphi,Northern,Airtime,711503.06,1,33,7,931.83,1
T01318,Lilongwe,Central,Pharmacy,49672.42,14,4,3,0.0,0
T01319,Karonga,Northern,Grocery,41177.8,18,2,1,5.35,0
T01320,Mzuzu,Northern,Grocery,8801.1,12,2,1,0.0,0
T01321,Dedza,Central,Grocery,16391.04,13,3,1,0.27,0
T01322,Kasungu,Central,Hardware,21124.01,12,2,1,64.92,0
T01323,Kasungu,Central,Fuel,71388.02,20,4,3,20.96,0
T01324,Dedza,Central,Pharmacy,19596.77,19,3,1,5.28,0
T01325,Thyolo,Southern,Hardware,25936.0,15,1,3,3.92,0
T01326,Dedza,Central,Airtime,4706.58,13,4,0,8.67,0
T01327,Mangochi,Southern,Grocery,13355.37,13,3,1,21.37,0
T01328,Mzimba,Northern,Airtime,8176.31,6,2,3,69.19,0
T01329,Blantyre,Southern,Restaurant,14947.86,16,1,0,22.99,0
T01330,Zomba,Southern,Airtime,8828.76,18,2,2,31.36,0
T01331,Lilongwe,Central,Hardware,21649.1,18,2,0,49.98,0
T01332,Kasungu,Central,Grocery,27557.7,21,5,2,20.2,0
T01333,Zomba,Southern,Restaurant,8477.61,12,2,0,8.04,0
T01334,Mangochi,Southern,Grocery,18680.27,18,3,0,41.09,0
T01335,Karonga,Northern,Restaurant,32131.22,19,2,0,10.37,0
T01336,Mzuzu,Northern,Grocery,16190.39,11,5,1,0.0,0
T01337,Thyolo,Southern,Grocery,11473.94,16,3,1,17.03,0
T01338,Blantyre,Southern,Fuel,63263.75,8,2,2,0.0,0
T01339,Salima,Central,Fuel,10864.44,7,7,1,0.0,0
T01340,Blantyre,Southern,Pharmacy,76533.36,11,3,0,24.05,0
T01341,Mzuzu,Northern,Grocery,14230.03,7,2,1,6.4,0
T01342,Salima,Central,Hardware,5559.15,11,2,0,36.37,0
T01343,Zomba,Southern,Pharmacy,49727.84,18,2,2,29.88,0
T01344,Thyolo,Southern,Airtime,30646.64,10,3,1,0.0,0
T01345,Kasungu,Central,Airtime,20846.12,20,1,1,56.19,0
T01346,Lilongwe,Central,Grocery,37292.33,13,1,1,0.0,0
T01347,Dedza,Central,Grocery,124321.49,7,2,1,0.0,0
T01348,Salima,Central,Fuel,570453.24,0,23,3,627.01,1
T01349,Mzuzu,Northern,Grocery,46133.85,11,2,0,29.39,0
T01350,Kasungu,Central,Hardware,9192.19,11,3,0,7.92,0
T01351,Thyolo,Southern,Hardware,23895.59,11,2,0,2.03,0
T01352,Mangochi,Southern,Hardware,30900.2,10,3,0,39.02,0
T01353,Blantyre,Southern,Fuel,8154.5,20,3,0,0.0,0
T01354,Lilongwe,Central,Restaurant,86832.11,15,2,1,2.0,0
T01355,Blantyre,Southern,Grocery,21383.85,6,4,1,13.67,0
T01356,Dedza,Central,Pharmacy,65100.0,10,2,2,0.0,0
T01357,Dedza,Central,Pharmacy,50980.95,14,4,0,18.0,0
T01358,Kasungu,Central,Restaurant,4945.74,18,5,2,0.0,0
T01359,Kasungu,Central,Airtime,65108.16,11,4,0,10.56,0
T01360,Rumphi,Northern,Fuel,39472.51,6,4,1,9.9,0
T01361,Salima,Central,Restaurant,10472.09,17,3,2,15.12,0
T01362,Mangochi,Southern,Fuel,49380.14,17,4,0,7.55,0
T01363,Mzuzu,Northern,Restaurant,13858.17,9,2,2,0.0,0
T01364,Mzimba,Northern,Fuel,14065.91,15,4,0,0.99,0
T01365,Blantyre,Southern,Grocery,3140.68,17,5,2,25.51,0
T01366,Zomba,Southern,Airtime,29007.51,21,6,2,41.12,0
T01367,Dedza,Central,Grocery,11966.94,20,1,1,1.2,0
T01368,Zomba,Southern,Restaurant,6320.12,15,2,2,41.66,0
T01369,Salima,Central,Pharmacy,58800.23,9,4,3,11.69,0
T01370,Blantyre,Southern,Fuel,18589.13,17,7,0,33.18,0
T01371,Mzimba,Northern,Fuel,59385.16,11,1,2,21.87,0
T01372,Salima,Central,Grocery,5218.82,17,6,2,46.78,0
T01373,Thyolo,Southern,Grocery,6376.87,7,3,0,0.0,0
T01374,Mzuzu,Northern,Restaurant,20409.24,6,1,0,0.0,0
T01375,Karonga,Northern,Grocery,128318.59,12,4,0,17.73,0
T01376,Dedza,Central,Fuel,20499.55,6,6,1,0.0,0
T01377,Mzimba,Northern,Restaurant,17255.89,10,5,0,0.0,0
T01378,Kasungu,Central,Grocery,19613.26,12,4,0,36.89,0
T01379,Thyolo,Southern,Grocery,20790.82,10,4,1,34.0,0
T01380,Mangochi,Southern,Airtime,6566.91,20,2,0,43.2,0
T01381,Blantyre,Southern,Restaurant,9699.79,20,2,1,34.82,0
T01382,Salima,Central,Fuel,21499.17,15,3,2,7.65,0
T01383,Karonga,Northern,Fuel,40675.51,21,3,0,0.0,0
T01384,Kasungu,Central,Grocery,18193.67,17,2,1,24.57,0
T01385,Karonga,Northern,Grocery,10702.96,7,1,1,6.96,0
T01386,Mzimba,Northern,Restaurant,21461.79,18,4,1,13.65,0
T01387,Rumphi,Northern,Pharmacy,27227.97,13,3,1,0.0,0
T01388,Thyolo,Southern,Airtime,13006.89,19,2,2,45.73,0
T01389,Thyolo,Southern,Pharmacy,11822.23,17,5,0,7.94,0
T01390,Dedza,Central,Restaurant,7357.66,12,2,3,63.68,0
T01391,Mzimba,Northern,Restaurant,24720.26,15,1,1,17.34,0
T01392,Salima,Central,Fuel,32377.45,10,2,2,67.65,0
T01393,Karonga,Northern,Pharmacy,24775.61,10,1,2,17.3,0
T01394,Mangochi,Southern,Airtime,31793.35,7,1,0,29.83,0
T01395,Thyolo,Southern,Restaurant,11510.68,12,6,4,36.86,0
T01396,Kasungu,Central,Pharmacy,28114.9,16,3,0,29.35,0
T01397,Mzimba,Northern,Fuel,34447.63,17,2,3,0.91,0
T01398,Karonga,Northern,Airtime,47941.13,12,4,1,37.55,0
T01399,Mzimba,Northern,Grocery,2995.22,15,2,3,13.66,0
T01400,Salima,Central,Fuel,8598.58,15,4,1,14.93,0
T01401,Kasungu,Central,Fuel,18777.15,16,3,1,22.24,0
T01402,Rumphi,Northern,Grocery,342608.51,1,17,7,531.06,1
T01403,Rumphi,Northern,Pharmacy,29392.55,15,1,2,61.7,0
T01404,Mzuzu,Northern,Airtime,33406.22,7,3,3,12.24,0
T01405,Thyolo,Southern,Fuel,7662.73,20,3,1,51.77,0
T01406,Blantyre,Southern,Airtime,14342.21,9,2,0,6.36,0
T01407,Mangochi,Southern,Hardware,14725.45,11,5,0,25.24,0
T01408,Rumphi,Northern,Airtime,33211.36,20,3,1,18.2,0
T01409,Blantyre,Southern,Pharmacy,39433.01,20,3,1,24.19,0
T01410,Kasungu,Central,Restaurant,4464.53,19,1,0,0.0,0
T01411,Blantyre,Southern,Fuel,32578.04,8,8,2,1.65,0
T01412,Thyolo,Southern,Restaurant,10089.08,11,3,0,0.0,0
T01413,Lilongwe,Central,Grocery,13476.77,21,2,1,41.2,0
T01414,Mzuzu,Northern,Restaurant,12557.9,9,1,1,0.0,0
T01415,Thyolo,Southern,Restaurant,26990.22,17,8,1,0.0,0
T01416,Blantyre,Southern,Restaurant,31105.81,12,1,2,0.0,0
T01417,Zomba,Southern,Pharmacy,14146.2,12,5,2,2.6,0
T01418,Lilongwe,Central,Grocery,28793.84,10,3,0,36.68,0
T01419,Mzimba,Northern,Grocery,23554.38,7,1,2,37.91,0
T01420,Mangochi,Southern,Grocery,12727.26,13,2,1,62.06,0
T01421,Rumphi,Northern,Grocery,17253.05,10,5,0,3.44,0
T01422,Lilongwe,Central,Airtime,7991.73,21,2,1,0.0,0
T01423,Mzuzu,Northern,Fuel,21143.71,15,4,3,24.81,0
T01424,Kasungu,Central,Fuel,89779.4,8,5,2,1.07,0
T01425,Thyolo,Southern,Airtime,16250.67,11,1,2,30.97,0
T01426,Mzimba,Northern,Pharmacy,176656.83,2,41,7,589.48,1
T01427,Rumphi,Northern,Grocery,13464.69,9,4,3,34.63,0
T01428,Kasungu,Central,Hardware,16953.58,19,4,1,13.21,0
T01429,Zomba,Southern,Pharmacy,32886.68,7,1,2,38.52,0
T01430,Mzimba,Northern,Airtime,23644.15,15,1,0,2.15,0
T01431,Blantyre,Southern,Grocery,6414.49,9,5,0,7.65,0
T01432,Mzimba,Northern,Pharmacy,40055.15,16,2,0,25.33,0
T01433,Mzimba,Northern,Grocery,6123.84,14,4,2,10.44,0
T01434,Rumphi,Northern,Fuel,8043.91,13,3,1,47.02,0
T01435,Mangochi,Southern,Grocery,67045.93,16,2,1,7.7,0
T01436,Lilongwe,Central,Grocery,54026.17,3,21,6,287.03,1
T01437,Mangochi,Southern,Hardware,11869.89,8,6,1,0.0,0
T01438,Dedza,Central,Grocery,32339.72,19,7,2,17.22,0
T01439,Blantyre,Southern,Grocery,35895.81,6,3,2,38.46,0
T01440,Mzuzu,Northern,Fuel,8470.09,9,3,0,0.0,0
T01441,Salima,Central,Grocery,20311.59,12,3,2,16.0,0
T01442,Thyolo,Southern,Restaurant,82378.39,10,2,1,6.1,0
T01443,Karonga,Northern,Airtime,29550.71,18,1,1,3.46,0
T01444,Mzuzu,Northern,Pharmacy,24565.23,17,5,0,0.0,0
T01445,Zomba,Southern,Airtime,6498.08,8,5,2,4.44,0
T01446,Karonga,Northern,Airtime,37244.6,15,4,3,50.34,0
T01447,Lilongwe,Central,Grocery,2927.58,10,2,1,0.0,0
T01448,Rumphi,Northern,Fuel,55832.03,11,3,1,0.0,0
T01449,Mzimba,Northern,Grocery,28290.76,7,4,1,0.0,0
T01450,Rumphi,Northern,Airtime,10011.36,12,3,0,40.25,0
T01451,Kasungu,Central,Airtime,16498.3,18,5,2,15.83,0
T01452,Mzimba,Northern,Airtime,3925.01,6,1,0,17.77,0
T01453,Mzuzu,Northern,Grocery,11010.92,13,2,0,3.01,0
T01454,Blantyre,Southern,Pharmacy,13181.66,17,3,0,0.0,0
T01455,Zomba,Southern,Grocery,41343.69,14,4,3,72.88,0
T01456,Zomba,Southern,Hardware,13221.79,21,1,2,48.27,0
T01457,Thyolo,Southern,Restaurant,15275.07,17,5,1,57.52,0
T01458,Dedza,Central,Airtime,8220.32,21,1,1,29.97,0
T01459,Dedza,Central,Grocery,44153.4,7,3,1,32.87,0
T01460,Kasungu,Central,Restaurant,7528.55,19,4,3,25.05,0
T01461,Mangochi,Southern,Hardware,42461.68,18,3,1,0.0,0
T01462,Dedza,Central,Airtime,29935.52,20,1,0,0.0,0
T01463,Blantyre,Southern,Fuel,16792.01,12,3,1,3.84,0
T01464,Mangochi,Southern,Fuel,18498.89,9,4,1,4.16,0
T01465,Zomba,Southern,Grocery,6275.01,15,4,2,0.0,0
T01466,Karonga,Northern,Grocery,5283.38,11,3,1,0.0,0
T01467,Karonga,Northern,Grocery,26859.1,7,2,3,0.0,0
T01468,Rumphi,Northern,Pharmacy,21549.87,7,3,1,0.0,0
T01469,Dedza,Central,Pharmacy,9347.2,12,2,2,0.0,0
T01470,Zomba,Southern,Grocery,13272.35,20,2,1,11.28,0
T01471,Mangochi,Southern,Fuel,26946.27,12,3,1,24.22,0
T01472,Mzuzu,Northern,Airtime,11957.29,15,7,1,17.66,0
T01473,Rumphi,Northern,Restaurant,237655.01,1,33,4,1168.54,1
T01474,Mangochi,Southern,Grocery,28383.29,21,3,2,0.0,0
T01475,Dedza,Central,Airtime,14766.37,13,4,1,3.59,0
T01476,Kasungu,Central,Grocery,11258.53,12,5,1,8.04,0
T01477,Zomba,Southern,Pharmacy,27463.3,14,3,0,65.19,0
T01478,Salima,Central,Fuel,4884.59,15,1,0,30.94,0
T01479,Rumphi,Northern,Restaurant,16989.14,12,2,1,50.96,0
T01480,Rumphi,Northern,Grocery,15059.86,18,5,0,45.01,0
T01481,Zomba,Southern,Grocery,52958.58,6,3,2,0.88,0
T01482,Mzuzu,Northern,Hardware,29918.27,9,7,3,61.29,0
T01483,Karonga,Northern,Fuel,11921.43,7,2,0,0.0,0
T01484,Mzuzu,Northern,Fuel,83416.8,21,4,1,55.72,0
T01485,Kasungu,Central,Restaurant,73044.89,11,2,3,9.45,0
T01486,Mzuzu,Northern,Restaurant,8471.4,9,3,0,3.24,0
T01487,Salima,Central,Airtime,11157.03,17,2,1,0.0,0
T01488,Kasungu,Central,Grocery,5283.89,10,3,1,0.0,0
T01489,Rumphi,Northern,Grocery,24203.66,7,1,1,25.21,0
T01490,Blantyre,Southern,Grocery,30803.86,16,3,1,21.34,0
T01491,Dedza,Central,Grocery,7842.17,16,4,0,51.61,0
T01492,Karonga,Northern,Grocery,9950.77,20,3,1,33.99,0
T01493,Salima,Central,Fuel,18004.64,21,4,1,0.0,0
T01494,Mzuzu,Northern,Grocery,33020.49,11,10,2,1.22,0
T01495,Karonga,Northern,Grocery,6112.0,19,2,2,14.6,0
T01496,Mzuzu,Northern,Hardware,8400.9,8,1,2,35.84,0
T01497,Dedza,Central,Fuel,9956.83,16,4,0,0.0,0
T01498,Dedza,Central,Grocery,33555.84,16,3,0,25.66,0
T01499,Rumphi,Northern,Restaurant,9232.91,18,4,2,20.48,0
T01500,Lilongwe,Central,Hardware,34539.03,8,3,1,0.0,0
T01501,Mzimba,Northern,Restaurant,16263.19,6,5,1,26.6,0
T01502,Thyolo,Southern,Fuel,33403.95,17,5,1,32.65,0
T01503,Mzuzu,Northern,Grocery,136095.14,8,3,1,12.0,0
T01504,Salima,Central,Restaurant,11324.96,11,3,2,57.4,0
T01505,Mangochi,Southern,Fuel,45610.7,17,4,1,0.0,0
T01506,Dedza,Central,Grocery,29570.52,16,5,0,6.85,0
T01507,Dedza,Central,Grocery,42249.28,16,1,1,12.7,0
T01508,Mzuzu,Northern,Airtime,16697.31,8,2,1,11.7,0
T01509,Zomba,Southern,Pharmacy,71141.37,20,3,1,33.04,0
T01510,Mangochi,Southern,Hardware,22181.99,6,4,0,40.89,0
T01511,Blantyre,Southern,Fuel,9666.13,7,1,1,0.0,0
T01512,Kasungu,Central,Grocery,14416.5,16,2,0,0.0,0
T01513,Rumphi,Northern,Airtime,24837.17,8,8,1,0.0,0
T01514,Rumphi,Northern,Pharmacy,39642.9,11,1,0,0.0,0
T01515,Thyolo,Southern,Restaurant,4934.3,21,3,0,18.8,0
T01516,Zomba,Southern,Airtime,15250.9,21,2,1,4.98,0
T01517,Thyolo,Southern,Pharmacy,47746.35,10,1,2,0.0,0
T01518,Mangochi,Southern,Grocery,13607.36,21,2,2,35.26,0
T01519,Blantyre,Southern,Pharmacy,142116.71,10,2,0,48.57,0
T01520,Karonga,Northern,Grocery,188011.3,0,32,7,579.37,1
T01521,Mzuzu,Northern,Grocery,11078.66,9,2,0,1.78,0
T01522,Mzimba,Northern,Airtime,13030.55,13,5,1,39.22,0
T01523,Karonga,Northern,Fuel,12465.27,19,1,0,3.36,0
T01524,Kasungu,Central,Grocery,12267.5,7,1,0,40.53,0
T01525,Blantyre,Southern,Airtime,9669.12,17,4,0,10.37,0
T01526,Mzimba,Northern,Airtime,4005.46,12,3,1,0.0,0
T01527,Karonga,Northern,Hardware,44177.91,8,3,1,48.94,0
T01528,Rumphi,Northern,Restaurant,23822.18,7,4,1,0.0,0
T01529,Salima,Central,Airtime,43724.69,10,6,0,4.89,0
T01530,Thyolo,Southern,Pharmacy,5640.75,20,2,1,39.25,0
T01531,Mangochi,Southern,Grocery,44208.15,7,2,0,0.0,0
T01532,Dedza,Central,Airtime,5180.19,8,3,1,0.0,0
T01533,Kasungu,Central,Restaurant,10687.93,14,1,2,0.0,0
T01534,Rumphi,Northern,Grocery,21383.36,11,4,0,52.15,0
T01535,Dedza,Central,Grocery,10106.57,8,3,1,32.63,0
T01536,Zomba,Southern,Grocery,177395.52,0,35,4,557.64,1
T01537,Mzimba,Northern,Grocery,63025.03,14,2,1,1.15,0
T01538,Zomba,Southern,Hardware,6419.75,7,3,0,0.0,0
T01539,Lilongwe,Central,Restaurant,11308.04,16,3,0,0.0,0
T01540,Mzimba,Northern,Restaurant,11328.46,8,4,0,32.49,0
T01541,Salima,Central,Pharmacy,5617.85,13,3,1,0.0,0
T01542,Salima,Central,Hardware,8190.07,7,2,0,0.0,0
T01543,Salima,Central,Airtime,4128.97,16,2,2,0.0,0
T01544,Rumphi,Northern,Grocery,19088.43,6,3,1,0.0,0
T01545,Salima,Central,Airtime,15494.74,18,3,0,7.74,0
T01546,Zomba,Southern,Grocery,38441.36,12,1,0,83.86,0
T01547,Rumphi,Northern,Pharmacy,29140.93,10,5,1,0.0,0
T01548,Thyolo,Southern,Pharmacy,30391.99,9,7,0,24.19,0
T01549,Blantyre,Southern,Fuel,41297.97,8,1,2,0.0,0
T01550,Zomba,Southern,Grocery,13447.2,15,5,2,0.0,0
T01551,Rumphi,Northern,Grocery,19734.01,20,1,3,9.13,0
T01552,Thyolo,Southern,Fuel,7549.03,6,5,1,0.0,0
T01553,Rumphi,Northern,Grocery,12885.92,12,2,0,0.0,0
T01554,Blantyre,Southern,Pharmacy,57519.33,7,6,2,66.87,0
T01555,Rumphi,Northern,Hardware,9426.01,14,4,1,39.35,0
